Month,Car Class,MDBF,12-Month Average MDBF,Total Miles,Number of Failures,Number of Cars
2023-09,ADIVISION,"160,298",161061,12022361,75,2890
2023-09,BDIVISION,"101,996",108350,15095407,148,3563
2023-09,FLEET,"121,604",126416,27117768,223,6453
2023-09,R142,"226,878",179710,4537563,20,1025
2023-09,R142A,"103,792",156080,934132,9,220
2023-09,R143,"430,544",272543,861088,2,212
2023-09,R160,"312,417",258143,6873168,22,1662
2023-09,R179,"220,515",241515,1323089,6,318
2023-09,R188-CONVERSION,"190,256",246172,1331792,7,380
2023-09,R188-NEW,"494,200",323696,494200,1,126
2023-09,R46,"35,751",44871,3360615,94,746
2023-09,R62,"143,398",152075,1290578,9,315
2023-09,R62A,"118,417",124135,3434096,29,824
2023-09,R68,"148,881",120847,1935456,13,425
2023-09,R68A,"67,454",68456,741991,11,200
2023-08,ADIVISION,"175,040",160053,12952966,74,2890
2023-08,BDIVISION,"92,114",110386,16580561,180,3563
2023-08,FLEET,"116,274",127662,29533527,254,6453
2023-08,R142,"287,364",178310,4885195,17,1025
2023-08,R142A,"143,787",170853,1006506,7,220
2023-08,R143,"172,429",273150,862145,5,212
2023-08,R160,"243,229",264423,7540098,31,1662
2023-08,R179,"214,912",240914,1504383,7,318
2023-08,R188-CONVERSION,"161,295",251091,1451651,9,380
2023-08,R188-NEW,"469,321",306099,469321,1,126
2023-08,R46,"38,537",45878,3853741,100,746
2023-08,R62,"113,033",150104,1356401,12,315
2023-08,R62A,"135,139",121153,3783891,28,824
2023-08,R68,"81,257",120063,1950166,24,425
2023-08,R68A,"66,925",71219,870028,13,200
2023-07,ADIVISION,"138,298",158130,12446840,90,2890
2023-07,BDIVISION,"93,760",113638,16126704,172,3563
2023-07,FLEET,"109,059",129545,28573544,262,6453
2023-07,R142,"155,730",175695,4671902,30,1025
2023-07,R142A,"118,488",175769,947906,8,220
2023-07,R160,"228,079",271769,7298524,32,1662
2023-07,R179,"124,215",252967,1490574,12,318
2023-07,R188-CONVERSION,"202,629",237411,1418404,7,380
2023-07,R46,"40,306",46963,3748460,93,746
2023-07,R62,"125,414",149361,1379552,11,315
2023-07,R62A,"111,489",119681,3567660,32,824
2023-07,R68,"113,473",124256,1929034,17,425
2023-07,R68A,"71,208",76243,783291,11,200
2023-07,R143,"125,260",272352,876821,7,212
2023-07,R188-NEW,"230,708",307385,461416,2,126
2023-06,ADIVISION,192438,161980,12700940,66,2890
2023-06,BDIVISION,101023,115913,16264749,161,3563
2023-06,FLEET,127602,132362,28965689,227,6453
2023-06,R142,207167,180602,4764830,23,1025
2023-06,R142A,200082,180220,1000410,5,220
2023-06,R160,346898,282784,7284866,21,1662
2023-06,R179,121190,284998,1454279,12,318
2023-06,R188-CONVERSION,1404922,244783,1404922,1,380
2023-06,R46,37266,47251,3801165,102,746
2023-06,R62,141185,150199,1411845,10,315
2023-06,R62A,134812,122501,3639926,27,824
2023-06,R68,115603,125717,1965245,17,425
2023-06,R68A,118977,81429,832841,7,200
2023-06,R143,463177,259969,926353,2,212
2023-06,R188-NEW,N/A,324269,479007,0,126
2023-05,ADIVISION,"143,881",163497,12949260,90,2890
2023-05,BDIVISION,"119,342",118510,16707932,140,3563
2023-05,FLEET,"128,944",134706,29657192,230,6453
2023-05,R142,"157,940",179932,4896134,31,1025
2023-05,R142A,"132,576",182350,1060607,8,220
2023-05,R160,"258,641",277168,7500596,29,1662
2023-05,R179,"305,791",326621,1528953,5,318
2023-05,R188-CONVERSION,"300,614",241159,1503069,5,380
2023-05,R46,"53,389",49257,3897421,73,746
2023-05,R62,"191,391",148667,1339734,7,315
2023-05,R62A,"97,713",126513,3713076,38,824
2023-05,R68,"137,550",124842,2063246,15,425
2023-05,R68A,"44,329",84156,753591,17,200
2023-05,R143,"964,125",223012,964125,1,212
2023-05,R188-NEW,"436,640",321932,436640,1,126
2023-04,ADIVISION,"155,023",167408,12246779,79,2890
2023-04,BDIVISION,"118,173",119724,15953293,135,3563
2023-04,FLEET,"131,776",136751,28200072,214,6453
2023-04,R142,"147,136",186581,4561231,31,1025
2023-04,R142A,"140,410",183920,982867,7,220
2023-04,R143,"216,084",207917,864335,4,212
2023-04,R160,"226,124",277411,7235956,32,1662
2023-04,R179,"293,489",326486,1467443,5,318
2023-04,R188-CONVERSION,"228,360",226244,1370161,6,380
2023-04,R188-NEW,"152,833",305501,458499,3,126
2023-04,R46,"54,653",49668,3716381,68,746
2023-04,R62,"159,715",150787,1277721,8,315
2023-04,R62A,"149,846",131848,3596300,24,824
2023-04,R68,"122,730",125784,1963678,16,425
2023-04,R68A,"70,550",92418,705500,10,200
2023-03,ADIVISION,"200,730",171489,13047445,65,2890
2023-03,BDIVISION,"105,368",119582,16964185,161,3563
2023-03,FLEET,"132,795",137822,30011630,226,6453
2023-03,R142,"202,961",194919,4871073,24,1025
2023-03,R142A,"353,758",193107,1061274,3,220
2023-03,R160,"231,225",281446,7630422,33,1662
2023-03,R179,"241,840",326423,1451038,6,318
2023-03,R188-CONVERSION,"282,361",209604,1411806,5,380
2023-03,R46,"49,314",49171,4093099,83,746
2023-03,R62,"222,816",146925,1336898,6,315
2023-03,R62A,"145,061",137108,3916660,27,824
2023-03,R68,"111,101",123305,2110918,19,425
2023-03,R68A,"42,474",96772,807001,19,200
2023-03,R143,"871,707",211892,871707,1,212
2023-03,R188-NEW,N/A,320321,449734,0,126
2023-02,ADIVISION,"155,583",169489,11357524,73,2890
2023-02,BDIVISION,"119,140",121774,15011602,126,3563
2023-02,FLEET,"132,508",138884,26369127,199,6453
2023-02,R142,"134,422",196625,4301516,32,1025
2023-02,R142A,"232,215",181404,928860,4,220
2023-02,R160,"215,437",285652,6678562,31,1662
2023-02,R179,"333,942",327118,1335767,4,318
2023-02,R188-CONVERSION,"238,343",199151,1191714,5,380
2023-02,R46,"54,693",50026,3609770,66,746
2023-02,R62,"191,292",143875,1147749,6,315
2023-02,R62A,"131,083",137482,3408161,26,824
2023-02,R68,"142,576",121505,1853485,13,425
2023-02,R68A,"58,193",108001,698311,12,200
2023-02,R143,N/A,207037,835707,0,212
2023-02,R188-NEW,N/A,268980,379525,0,126
2023-01,R188-CONVERSION,"716,360",187414,1432719,2,380
2023-01,ADIVISION,"181,135",170134,13041727,72,2890
2023-01,BDIVISION,"105,280",121703,16950039,161,3563
2023-01,FLEET,"128,720",139081,29991766,233,6453
2023-01,R142,"198,157",203765,4953922,25,1025
2023-01,R142A,"345,070",175251,1035209,3,220
2023-01,R143,"124,853",182515,873968,7,212
2023-01,R160,"218,369",293598,7642932,35,1662
2023-01,R179,"392,458",295611,1569830,4,318
2023-01,R46,"45,506",49558,3959062,87,746
2023-01,R62,"128,289",137300,1282888,10,315
2023-01,R62A,"124,499",140799,3859462,31,824
2023-01,R68,"139,877",124761,2098159,15,425
2023-01,R68A,"62,007",114910,806088,13,200
2023-01,R188-NEW,"477,527",245364,477527,1,126
2022-12,ADIVISION,"145,498",169290,12803865,88,2890
2022-12,BDIVISION,"106,620",122807,16526166,155,3563
2022-12,FLEET,"120,700",139696,29330031,243,6453
2022-12,R142,"167,634",206264,4861393,29,1025
2022-12,R142A,"198,220",159852,991100,5,220
2022-12,R143,"191,042",179231,955209,5,212
2022-12,R160,"371,706",300347,7434118,20,1662
2022-12,R179,"241,222",274400,1447333,6,318
2022-12,R188-CONVERSION,"132,268",172852,1454944,11,380
2022-12,R188-NEW,"163,169",205027,489507,3,126
2022-12,R46,"39,476",50106,3868694,98,746
2022-12,R62,"126,325",140245,1263247,10,315
2022-12,R62A,"124,789",144445,3743674,30,824
2022-12,R68,"110,652",122490,1991736,18,425
2022-12,R68A,"103,635",125110,829076,8,200
2022-11,R179,"756,529",278092,1513057,2,318
2022-11,ADIVISION,"152,764",173364,12526675,82,2890
2022-11,BDIVISION,"128,437",126595,16054577,125,3563
2022-11,FLEET,"138,074",143684,28581252,207,6453
2022-11,R142,"146,851",218028,4699217,32,1025
2022-11,R142A,"203,971",163727,1019854,5,220
2022-11,R160,"262,307",297431,7344597,28,1662
2022-11,R188-CONVERSION,"269,361",172767,1346803,5,380
2022-11,R46,"50,985",52669,3721872,73,746
2022-11,R62,"182,155",141769,1275083,7,315
2022-11,R62A,"120,820",147684,3745415,31,824
2022-11,R68,"175,098",122330,1926079,11,425
2022-11,R68A,"90,979",127293,727831,8,200
2022-11,R143,"273,714",191024,821141,3,212
2022-11,R188-NEW,"220,152",180365,440303,2,126
2022-10,ADIVISION,"154,348",175734,12656571,82,2890
2022-10,BDIVISION,"124,075",127672,16253830,131,3563
2022-10,FLEET,"135,730",145170,28910401,213,6453
2022-10,R142,"217,476",229989,4784470,22,1025
2022-10,R142A,"80,725",159531,1049428,13,220
2022-10,R160,"280,959",299586,7304937,26,1662
2022-10,R179,"386,206",265047,1544824,4,318
2022-10,R188-CONVERSION,"284,340",167936,1421701,5,380
2022-10,R188-NEW,"155,720",176819,467161,3,126
2022-10,R46,"50,623",53475,3644853,72,746
2022-10,R62,"191,666",141934,1149996,6,315
2022-10,R62A,"114,661",149425,3783815,33,824
2022-10,R68,"106,301",121184,2019722,19,425
2022-10,R68A,"102,863",138113,822905,8,200
2022-10,R143,"458,295",185077,916589,2,212
2022-09,ADIVISION,"148,906",179927,12359201,83,2890
2022-09,BDIVISION,"130,001",126798,15990111,123,3563
2022-09,FLEET,"137,618",145751,28349312,206,6453
2022-09,R142,"202,352",236916,4451752,22,1025
2022-09,R142A,"348,848",164211,1046543,3,220
2022-09,R160,"477,144",297525,7157157,15,1662
2022-09,R179,"217,160",263318,1520121,7,318
2022-09,R188-CONVERSION,"235,864",173907,1415186,6,380
2022-09,R46,"46,699",53302,3642557,78,746
2022-09,R62,"123,964",140485,1239637,10,315
2022-09,R62A,"92,624",152967,3704950,40,824
2022-09,R68,"134,736",118826,2021047,15,425
2022-09,R68A,"127,410",148797,764461,6,200
2022-09,R143,"442,384",166867,884768,2,212
2022-09,R188-NEW,"250,567",186258,501134,2,126
2022-08,ADIVISION,"151,577",187594,13035644,86,2890
2022-08,BDIVISION,"128,338",123792,16427201,128,3563
2022-08,FLEET,"137,677",145581,29462845,214,6453
2022-08,R142,"224,190",240935,4932187,22,1025
2022-08,R142A,"200,805",155761,1004023,5,220
2022-08,R143,"166,201",166513,831003,5,212
2022-08,R160,"346,127",284569,7268661,21,1662
2022-08,R179,"409,352",260948,1637406,4,318
2022-08,R188-CONVERSION,"114,212",180648,1484754,13,380
2022-08,R46,"50,054",52879,3804067,76,746
2022-08,R62,"106,653",148251,1279839,12,315
2022-08,R62A,"116,435",166544,3842370,33,824
2022-08,R68,"113,279",112944,2039019,18,425
2022-08,R68A,"211,761",132127,847045,4,200
2022-08,R188-NEW,"492,471",191756,492471,1,126
2022-07,ADIVISION,"185,095",192223,12401392,67,2890
2022-07,BDIVISION,"116,646",123337,15630543,134,3563
2022-07,FLEET,"139,462",146339,28031935,201,6453
2022-07,R142,"220,531",243293,4631152,21,1025
2022-07,R142A,"153,541",156097,1074784,7,220
2022-07,R143,"101,535",168056,913816,9,212
2022-07,R160,"383,199",284496,6897575,18,1662
2022-07,R179,"371,204",237536,1484814,4,318
2022-07,R188-CONVERSION,"290,452",196556,1452258,5,380
2022-07,R46,"42,934",53035,3649362,85,746
2022-07,R62,"129,498",152044,1165483,9,315
2022-07,R62A,"151,527",170097,3636658,24,824
2022-07,R68,"130,989",112004,1833841,14,425
2022-07,R68A,"212,784",121484,851135,4,200
2022-07,R188-NEW,"441,057",199218,441057,1,126
2022-06,R188-CONVERSION,"698,002",191206,1396004,2,380
2022-06,ADIVISION,"223,969",190264,12318313,55,2890
2022-06,BDIVISION,"131,398",123492,15767730,120,3563
2022-06,FLEET,"160,492",145897,28086043,175,6453
2022-06,R142,"198,024",244898,4554556,23,1025
2022-06,R142A,"240,730",150451,962919,4,220
2022-06,R143,"108,025",184898,972227,9,212
2022-06,R160,"266,738",275648,6935183,26,1662
2022-06,R179,"365,890",240339,1463559,4,318
2022-06,R46,"61,005",53420,3660317,60,746
2022-06,R62,"125,706",158085,1257059,10,315
2022-06,R62A,"231,780",164054,3708483,16,824
2022-06,R68,"106,885",112306,1923929,18,425
2022-06,R68A,"270,838",114246,812515,3,200
2022-06,R188-NEW,N/A,210944,439292,0,126
2022-05,ADIVISION,"190,308",184371,12370008,65,2890
2022-05,BDIVISION,"136,425",124297,15825255,116,3565
2022-05,FLEET,"155,775",144929,28195263,181,6455
2022-05,R142,"253,244",245486,4558391,18,1025
2022-05,R142A,"140,265",138831,981853,7,220
2022-05,R143,"215,822",201339,863286,4,212
2022-05,R160,"260,081",278843,7022193,27,1662
2022-05,R179,"304,311",245540,1521554,5,318
2022-05,R188-CONVERSION,"151,557",184132,1364011,9,380
2022-05,R46,"60,668",52935,3579425,59,748
2022-05,R62,"250,469",170641,1252344,5,315
2022-05,R62A,"156,275",151985,3750592,24,824
2022-05,R68,"153,203",116672,1991643,13,425
2022-05,R68A,"105,894",108669,847154,8,200
2022-05,R188-NEW,"231,408",197660,462816,2,126
2022-04,ADIVISION,"212,887",182266,12134557,57,2890
2022-04,BDIVISION,"116,468",124403,15723244,135,3565
2022-04,FLEET,"145,093",144366,27857801,192,6455
2022-04,R142,"252,050",237529,4536907,18,1025
2022-04,R142A,"252,481",136783,1009922,4,220
2022-04,R160,"262,505",277642,7087627,27,1662
2022-04,R179,"292,797",244225,1463983,5,318
2022-04,R188-CONVERSION,"116,372",181498,1396458,12,380
2022-04,R46,"48,126",53242,3561304,74,748
2022-04,R62,"118,923",173199,1189233,10,315
2022-04,R62A,"327,010",151974,3597106,11,824
2022-04,R68,"99,410",112495,1988208,20,425
2022-04,R68A,"127,824",112994,766945,6,200
2022-04,R143,"285,059",199938,855177,3,212
2022-04,R188-NEW,"202,466",191554,404931,2,126
2022-03,ADIVISION,"173,232",183774,12992365,75,2890
2022-03,BDIVISION,"128,740",126656,16607464,129,3565
2022-03,FLEET,"145,097",146438,29599829,204,6455
2022-03,R142,"225,880",241375,4969357,22,1025
2022-03,R142A,"149,935",127665,1049544,7,220
2022-03,R160,"267,621",283377,7493379,28,1662
2022-03,R179,"248,209",230648,1489255,6,318
2022-03,R188-CONVERSION,"152,458",201105,1372120,9,380
2022-03,R188-NEW,"127,961",202345,383884,3,126
2022-03,R46,"61,646",55270,3822056,62,748
2022-03,R62,"164,569",187097,1316551,8,315
2022-03,R62A,"150,035",147702,3900910,26,824
2022-03,R68,"96,732",114459,2128106,22,425
2022-03,R68A,"93,183",104463,838651,9,200
2022-03,R143,"418,009",193691,836017,2,212
2022-02,ADIVISION,"163,114",187859,11417965,70,2890
2022-02,BDIVISION,"118,048",127079,14047672,119,3565
2022-02,FLEET,"134,739",147775,25465637,189,6455
2022-02,R142,"195,715",241930,4305733,22,1025
2022-02,R142A,"144,526",132153,867157,6,220
2022-02,R143,"113,362",179938,680170,6,212
2022-02,R160,"292,491",295530,6142321,21,1662
2022-02,R179,"137,653",220155,1376532,10,318
2022-02,R188-CONVERSION,"120,936",206399,1330294,11,380
2022-02,R46,"48,391",55590,3242227,67,748
2022-02,R62,"105,186",199004,1157044,11,315
2022-02,R62A,"186,657",149712,3359822,18,824
2022-02,R68,"233,472",112335,1867775,8,425
2022-02,R68A,"105,521",101895,738647,7,200
2022-02,R188-NEW,"198,958",224292,397915,2,126
2022-01,ADIVISION,"170,841",192849,11958893,70,2890
2022-01,BDIVISION,"114,288",126636,14514527,127,3565
2022-01,FLEET,"134,383",148627,26473420,197,6455
2022-01,R142,"229,457",253194,4818596,21,1025
2022-01,R142A,"103,534",136766,931807,9,220
2022-01,R143,"98,107",187837,686747,7,212
2022-01,R160,"264,406",298071,6610161,25,1662
2022-01,R179,"171,693",204392,1373544,8,318
2022-01,R188-CONVERSION,"148,012",208817,1332108,9,380
2022-01,R188-NEW,"82,045",235502,410227,5,126
2022-01,R46,"51,440",56063,3395070,66,748
2022-01,R62,"173,322",213526,1039933,6,315
2022-01,R62A,"171,311",149604,3426222,20,824
2022-01,R68,"111,688",107354,1787002,16,425
2022-01,R68A,"132,401",97458,662003,5,200
2021-12,ADIVISION,"191,347",199111,12054857,63,2890
2021-12,BDIVISION,"154,613",127117,15152077,98,3565
2021-12,FLEET,"168,987",150363,27206934,161,6455
2021-12,R142,"351,753",261347,4572784,13,1025
2021-12,R142A,"318,076",136474,954228,3,220
2021-12,R160,"329,009",300215,6909195,21,1662
2021-12,R179,"281,844",187811,1409218,5,318
2021-12,R188-CONVERSION,"131,523",224982,1446749,11,380
2021-12,R188-NEW,"64,897",285636,389381,6,126
2021-12,R46,"71,806",56437,3518512,49,748
2021-12,R62,"142,274",223666,1138193,8,315
2021-12,R62A,"161,524",151869,3553522,22,824
2021-12,R68,"108,160",106523,1838728,17,425
2021-12,R68A,"122,619",99453,613095,5,200
2021-12,R143,"863,329",211173,863329,1,212
2021-11,ADIVISION,"177,830",200730,12092446,68,2890
2021-11,BDIVISION,"143,213",125829,15610166,109,3565
2021-11,FLEET,"156,512",149595,27702612,177,6455
2021-11,R142,"252,308",256140,4541551,18,1025
2021-11,R142A,"145,511",134849,873066,6,220
2021-11,R143,"175,216",197810,876081,5,212
2021-11,R160,"282,229",305546,7055724,25,1662
2021-11,R179,"294,667",168040,1473336,5,318
2021-11,R188-CONVERSION,"172,745",241196,1381959,8,380
2021-11,R46,"61,462",55979,3687701,60,748
2021-11,R62,"184,568",239463,1291974,7,315
2021-11,R62A,"135,793",149739,3666416,27,824
2021-11,R68,"152,357",109998,1828279,12,425
2021-11,R68A,"344,523",91798,689045,2,200
2021-11,R188-NEW,"168,741",396906,337481,2,126
2021-10,R188-CONVERSION,"1,323,191",256073,1323191,1,380
2021-10,ADIVISION,"204,144",204255,12044511,59,2890
2021-10,BDIVISION,"114,821",124484,15730439,137,3565
2021-10,FLEET,"141,709",149225,27774950,196,6455
2021-10,R142,"326,093",252277,4565295,14,1025
2021-10,R142A,"90,311",140468,903108,10,220
2021-10,R143,"114,533",202337,916265,8,212
2021-10,R160,"261,532",310421,7322886,28,1662
2021-10,R179,"357,253",157541,1429011,4,318
2021-10,R46,"48,806",56083,3611635,74,748
2021-10,R62,"160,393",246949,1283147,8,315
2021-10,R62A,"144,056",152292,3601398,25,824
2021-10,R68,"85,939",103693,1804727,21,425
2021-10,R68A,"322,958",86603,645915,2,200
2021-10,R188-NEW,"368,372",437387,368372,1,126
2021-09,R188-CONVERSION,"669,864",246069,1339727,2,380
2021-09,R143,"431,601",225224,863202,2,212
2021-09,ADIVISION,"257,152",204641,11314686,44,2890
2021-09,BDIVISION,"99,329",124894,14899309,150,3565
2021-09,FLEET,"135,124",149583,26213995,194,6455
2021-09,R142,"246,327",245694,4187553,17,1025
2021-09,R142A,"152,314",146878,913885,6,220
2021-09,R160,"256,238",310684,6918437,27,1662
2021-09,R179,"194,471",145752,1361294,7,318
2021-09,R46,"42,313",56616,3300390,78,748
2021-09,R62,"289,443",260856,1157772,4,315
2021-09,R62A,"232,708",154342,3257912,14,824
2021-09,R68,"77,542",107905,1783476,23,425
2021-09,R68A,"51,732",78740,672510,13,200
2021-09,R188-NEW,"457,837",413961,457837,1,126
2021-08,ADIVISION,"194,031",206054,11835879,61,2890
2021-08,BDIVISION,"123,000",127021,15989945,130,3565
2021-08,FLEET,"145,685",151616,27825824,191,6455
2021-08,R142,"249,952",253437,4499131,18,1025
2021-08,R142A,"218,210",152987,872840,4,220
2021-08,R143,"185,025",198635,925126,5,212
2021-08,R160,"342,351",314081,7531714,22,1662
2021-08,R179,"149,403",143020,1494031,10,318
2021-08,R188-CONVERSION,"275,167",246549,1375835,5,380
2021-08,R46,"51,496",58697,3347211,65,748
2021-08,R62,"132,822",250078,1195401,9,315
2021-08,R62A,"136,217",152904,3405424,25,824
2021-08,R68,"103,217",110844,1961116,19,425
2021-08,R68A,"81,194",77119,730747,9,200
2021-08,R188-NEW,N/A,416159,487247,0,126
2021-07,ADIVISION,"165,285",205000,12065815,73,2890
2021-07,BDIVISION,"118,428",127351,15987766,135,3565
2021-07,FLEET,"134,873",151556,28053581,208,6455
2021-07,R142,"236,970",256753,4502434,19,1025
2021-07,R142A,"107,052",144277,963466,9,220
2021-07,R143,"254,165",182279,1016660,4,212
2021-07,R160,"252,400",321011,7319599,29,1662
2021-07,R179,"483,038",142382,1449115,3,318
2021-07,R188-CONVERSION,"197,900",246398,1385302,7,380
2021-07,R46,"45,837",59000,3529440,77,748
2021-07,R62,"210,862",244937,1265172,6,315
2021-07,R62A,"107,068",154367,3426161,32,824
2021-07,R68,"133,830",113338,2007454,15,425
2021-07,R68A,"95,071",73942,665498,7,200
2021-07,R188-NEW,N/A,343101,523280,0,126
2021-06,R179,"673,475",131849,1346949,2,318
2021-06,ADIVISION,"154,499",205351,11896399,77,2890
2021-06,BDIVISION,"143,058",126943,15736376,110,3565
2021-06,FLEET,"147,769",151255,27632775,187,6455
2021-06,R142,"201,826",254767,4440166,22,1025
2021-06,R142A,"92,440",135622,924402,10,220
2021-06,R143,"221,564",173131,886254,4,212
2021-06,R160,"306,465",327838,7355167,24,1662
2021-06,R188-CONVERSION,"267,998",258886,1339990,5,380
2021-06,R46,"54,532",58857,3435491,63,748
2021-06,R62,"405,900",233970,1217701,3,315
2021-06,R62A,"98,810",160853,3458354,35,824
2021-06,R68,"181,624",114035,1997860,11,425
2021-06,R68A,"119,109",72736,714655,6,200
2021-06,R188-NEW,"257,893",290087,515786,2,126
2021-05,ADIVISION,"166,443",208362,11817419,71,2890
2021-05,BDIVISION,"137,672",126370,16107671,117,3565
2021-05,FLEET,"148,538",151474,27925090,188,6455
2021-05,R142,"178,189",258648,4454724,25,1025
2021-05,R142A,"116,570",133006,815990,7,220
2021-05,R143,"198,350",168956,991748,5,212
2021-05,R160,"249,659",326603,7489767,30,1662
2021-05,R179,"285,903",119170,1429514,5,318
2021-05,R188-CONVERSION,"131,105",259042,1311049,10,380
2021-05,R188-NEW,"165,203",288442,495608,3,126
2021-05,R46,"66,104",60398,3503494,53,748
2021-05,R62,"324,152",237856,1296607,4,315
2021-05,R62A,"156,520",165860,3443442,22,824
2021-05,R68,"97,816",109860,1956321,20,425
2021-05,R68A,"184,207",68002,736827,4,200
2021-04,ADIVISION,"240,728",210673,12036413,50,2890
2021-04,BDIVISION,"144,313",125948,16307390,113,3565
2021-04,FLEET,"173,888",151662,28343803,163,6455
2021-04,R142,"318,007",270994,4452091,14,1025
2021-04,R142A,"101,075",133387,909674,9,220
2021-04,R143,"183,539",165204,917696,5,212
2021-04,R160,"337,795",326548,7431498,22,1662
2021-04,R179,"159,576",117002,1436183,9,318
2021-04,R188-CONVERSION,"450,389",289801,1351168,3,380
2021-04,R46,"77,554",60731,3722590,48,748
2021-04,R62,"308,516",219590,1234063,4,315
2021-04,R62A,"189,234",162707,3595455,19,824
2021-04,R68,"120,322",110983,2045481,17,425
2021-04,R68A,"62,829",63722,753942,12,200
2021-04,R188-NEW,"493,962",326665,493962,1,126
2021-03,ADIVISION,"226,615",211451,12237227,54,2890
2021-03,BDIVISION,"133,676",125098,16976852,127,3565
2021-03,FLEET,"161,404",151093,29214079,181,6455
2021-03,R142,"230,520",272688,4610390,20,1025
2021-03,R142A,"302,302",135416,906905,3,220
2021-03,R143,"141,866",168125,993064,7,212
2021-03,R160,"476,086",323775,7617370,16,1662
2021-03,R179,"159,338",115532,1593377,10,318
2021-03,R188-CONVERSION,"198,312",291646,1388187,7,380
2021-03,R46,"66,459",59590,3788140,57,748
2021-03,R62,"416,763",216497,1250288,3,315
2021-03,R62A,"178,777",163399,3575542,20,824
2021-03,R68,"82,713",111167,2150539,26,425
2021-03,R68A,"75,851",64806,834362,11,200
2021-03,R188-NEW,"505,915",329456,505915,1,126
2021-02,ADIVISION,"230,057",210500,10582601,46,2890
2021-02,BDIVISION,"113,449",122704,14408049,127,3565
2021-02,FLEET,"144,455",148867,24990650,173,6455
2021-02,R142,"366,582",281678,4032397,11,1025
2021-02,R142A,"278,391",129594,835172,3,220
2021-02,R143,"192,630",175309,770520,4,212
2021-02,R160,"329,056",300407,6581111,20,1662
2021-02,R179,"85,833",109722,1373324,16,318
2021-02,R188-CONVERSION,"122,625",313123,1103628,9,380
2021-02,R46,"53,458",58663,3207484,60,748
2021-02,R62,"191,586",212098,1149516,6,315
2021-02,R62A,"189,403",160004,3030448,16,824
2021-02,R68,"106,636",111440,1812814,17,425
2021-02,R68A,"66,280",65559,662796,10,200
2021-02,R188-NEW,"431,440",288514,431440,1,126
2021-01,R143,"480,514",172337,961027,2,212
2021-01,ADIVISION,"257,542",205633,11589381,45,2890
2021-01,BDIVISION,"120,476",123012,16625729,138,3565
2021-01,FLEET,"154,181",148064,28215110,183,6555
2021-01,R142,"342,797",265746,4456357,13,1025
2021-01,R142A,"100,967",124210,908703,9,220
2021-01,R160,"289,192",295062,7229796,25,1662
2021-01,R179,"98,296",115576,1671037,17,318
2021-01,R188-CONVERSION,"408,989",346459,1226966,3,380
2021-01,R46,"55,714",58309,3788522,68,748
2021-01,R62,"320,539",220253,1282154,4,315
2021-01,R62A,"219,628",154807,3294421,15,824
2021-01,R68,"101,990",111052,2141790,21,425
2021-01,R68A,"166,711",69009,833557,5,200
2021-01,R42,0,0,0,0,37
2021-01,R188-NEW,"420,780",289785,420780,1,126
2021-01,R32,0,58638,0,0,63
2020-12,R188-NEW,"518,980",264106,518980,1,126
2020-12,ADIVISION,"210,389",200012,12202567,58,2890
2020-12,BDIVISION,"132,974",122316,16754668,126,3565
2020-12,FLEET,"157,376",146290,28957235,184,6555
2020-12,R142,"266,762",257772,4534953,17,1025
2020-12,R142A,"240,187",136116,960746,4,220
2020-12,R143,"191,948",171338,959739,5,212
2020-12,R160,"418,507",288467,7533132,18,1662
2020-12,R179,"93,353",118607,1587003,17,318
2020-12,R188-CONVERSION,"231,988",307863,1391927,6,380
2020-12,R46,"63,291",59443,3734172,59,748
2020-12,R62,"305,729",212101,1222916,4,315
2020-12,R62A,"137,425",148652,3573045,26,824
2020-12,R68,"166,127",111264,2159649,13,425
2020-12,R68A,"55,784",63888,780973,14,200
2020-12,R42,0,16519,0,0,37
2020-12,R32,0,39849,0,0,63
2020-11,ADIVISION,"217,309",196161,11517383,53,2890
2020-11,BDIVISION,"124,473",120943,15808099,127,3695
2020-11,FLEET,"151,808",144271,27325482,180,6622
2020-11,R142,"212,134",248902,4242673,20,1025
2020-11,R142A,"300,376",139856,901128,3,220
2020-11,R143,"231,806",166019,927225,4,212
2020-11,R160,"343,243",273723,7208104,21,1662
2020-11,R179,"122,817",130507,1473808,12,318
2020-11,R188-CONVERSION,"334,894",307930,1339575,4,380
2020-11,R46,"63,255",59689,3542272,56,748
2020-11,R62,"252,446",212629,1262232,5,315
2020-11,R62A,"165,247",144547,3304946,20,824
2020-11,R68,"75,119",105816,2028213,27,425
2020-11,R68A,"89,782",67633,628477,7,200
2020-11,R188-NEW,"466,829",248902,466829,1,126
2020-11,R42,0,16080,0,0,37
2020-11,R32,0,36583,0,0,130
2020-10,R143,"349,645",160337,1048935,3,212
2020-10,ADIVISION,"208,663",191041,12311110,59,2890
2020-10,BDIVISION,"119,578",119235,16860440,141,3695
2020-10,FLEET,"145,858",141708,29171550,200,6622
2020-10,R142,"232,176",247971,4411351,19,1025
2020-10,R142A,"136,578",127778,956044,7,220
2020-10,R160,"268,684",262961,8329204,31,1662
2020-10,R179,"93,034",140941,837307,9,318
2020-10,R188-CONVERSION,"360,290",285631,1441161,4,380
2020-10,R46,"54,135",59561,3789455,70,748
2020-10,R62,"266,996",205982,1334980,5,315
2020-10,R62A,"167,718",143417,3689789,22,824
2020-10,R68,"141,736",101776,2126034,15,425
2020-10,R68A,"55,827",65980,725746,13,200
2020-10,R188-NEW,"238,893",226785,477786,2,126
